Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Algeria,DZA,2010.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,239536.0
Algeria,DZA,2009.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,220091.0
Algeria,DZA,2008.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,97652.0
Algeria,DZA,2007.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,84662.0
Algeria,DZA,2006.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,78015.0
Algeria,DZA,2005.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,34108.0
Algeria,DZA,2004.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,27170.0
Algeria,DZA,2003.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,24380.0
Algeria,DZA,2001.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,22768.0
Algeria,DZA,2000.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,18856.0
Algeria,DZA,1999.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,17507.0
Algeria,DZA,1997.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,16403.0
Algeria,DZA,1996.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,15669.0
Algeria,DZA,1995.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,13309.0
Algeria,DZA,1994.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,13032.0
Algeria,DZA,1993.0,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,10399.0
Algeria,DZA,2011.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,13.51842
Algeria,DZA,2010.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,14.41844
Algeria,DZA,2009.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,10.8278
Algeria,DZA,2008.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,34.89394
Algeria,DZA,2007.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,34.89383
Algeria,DZA,2006.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,44.85786
Algeria,DZA,2005.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,0.0
Algeria,DZA,1995.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,0.0
Algeria,DZA,1994.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,0.0
Algeria,DZA,1993.0,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,0.0
Algeria,DZA,2019.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,18397.0
Algeria,DZA,2011.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,19323.0
Algeria,DZA,2010.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,19383.0
Algeria,DZA,2009.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,19512.0
Algeria,DZA,2008.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,8181.0
Algeria,DZA,2007.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,6363.0
Algeria,DZA,2006.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,6865.0
Algeria,DZA,2005.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,2465.0
Algeria,DZA,2004.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,2154.0
Algeria,DZA,2003.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1795.0
Algeria,DZA,2001.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1662.0
Algeria,DZA,2000.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1443.0
Algeria,DZA,1999.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1268.0
Algeria,DZA,1997.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1333.0
Algeria,DZA,1996.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1238.0
Algeria,DZA,1995.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1280.0
Algeria,DZA,1994.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1229.0
Algeria,DZA,1993.0,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1042.0
Algeria,DZA,2019.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,15461.0
Algeria,DZA,2011.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,14361.0
Algeria,DZA,2010.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,14332.0
Algeria,DZA,2009.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,13494.0
Algeria,DZA,2008.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,6636.0
Algeria,DZA,2007.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,5295.0
Algeria,DZA,2006.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,4761.0
Algeria,DZA,2005.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,2112.0
Algeria,DZA,2004.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1740.0
Algeria,DZA,2003.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1496.0
Algeria,DZA,2001.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1466.0
Algeria,DZA,2000.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1269.0
Algeria,DZA,1999.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1175.0
Algeria,DZA,1997.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1179.0
Algeria,DZA,1996.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1104.0
Algeria,DZA,1995.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1085.0
Algeria,DZA,1994.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,1142.0
Algeria,DZA,1993.0,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,836.0
Algeria,DZA,2011.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,74.32076
Algeria,DZA,2010.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,73.94108
Algeria,DZA,2009.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,69.15744
Algeria,DZA,2008.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,81.11478
Algeria,DZA,2007.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,83.21546
Algeria,DZA,2006.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,69.35178
Algeria,DZA,2005.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,85.67951
Algeria,DZA,2004.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,80.77994
Algeria,DZA,2003.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,83.34262
Algeria,DZA,2001.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.20698
Algeria,DZA,2000.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,87.94179
Algeria,DZA,1999.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,92.66562
Algeria,DZA,1997.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.44711
Algeria,DZA,1996.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,89.17609
Algeria,DZA,1995.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,84.76563
Algeria,DZA,1994.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,92.92107
Algeria,DZA,1993.0,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,80.23033
Algeria,DZA,2019.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2160770.0
Algeria,DZA,2018.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2118584.0
Algeria,DZA,2017.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2043994.0
Algeria,DZA,2016.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1964131.0
Algeria,DZA,2015.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1874947.0
Algeria,DZA,2014.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1797258.0
Algeria,DZA,2013.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1720007.0
Algeria,DZA,2012.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1641057.0
Algeria,DZA,2011.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1593008.0
Algeria,DZA,2010.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1567948.0
Algeria,DZA,2009.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1538088.0
Algeria,DZA,2008.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1865025.0
Algeria,DZA,2007.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1930517.0
Algeria,DZA,2006.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1973901.0
Algeria,DZA,2005.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2049927.0
Algeria,DZA,2004.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2119454.0
Algeria,DZA,2003.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2166045.0
Algeria,DZA,2002.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2204374.0
Algeria,DZA,2001.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2210114.0
Algeria,DZA,2000.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2264608.0
Algeria,DZA,1999.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2229152.0
Algeria,DZA,1998.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2193983.0
Algeria,DZA,1997.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2164303.0
Algeria,DZA,1996.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2129494.0
Algeria,DZA,1995.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2086456.0
Algeria,DZA,1994.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2061359.0
Algeria,DZA,1993.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2011685.0
Algeria,DZA,1992.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1965859.0
Algeria,DZA,1991.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1877990.0
Algeria,DZA,1990.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1798783.0
Algeria,DZA,1989.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1741376.0
Algeria,DZA,1988.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1682514.0
Algeria,DZA,1987.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1599458.0
Algeria,DZA,1986.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1516157.0
Algeria,DZA,1985.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1469043.0
Algeria,DZA,1984.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1422855.0
Algeria,DZA,1983.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1375135.0
Algeria,DZA,1982.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1338761.0
Algeria,DZA,1981.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1307550.0
Algeria,DZA,1980.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1274581.0
Algeria,DZA,1979.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1227932.0
Algeria,DZA,1978.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1181576.0
Algeria,DZA,1977.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1129643.0
Algeria,DZA,1976.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1064576.0
Algeria,DZA,1975.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,999746.0
Algeria,DZA,1974.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,946700.0
Algeria,DZA,1973.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,877040.0
Algeria,DZA,1972.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,793151.0
Algeria,DZA,1971.0,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,707933.0
Algeria,DZA,2019.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,182122.0
Algeria,DZA,2018.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,146697.0
Algeria,DZA,2017.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,134550.0
Algeria,DZA,2016.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,122391.0
Algeria,DZA,2015.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,114125.0
Algeria,DZA,2014.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,103599.0
Algeria,DZA,2013.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,94704.0
Algeria,DZA,2012.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,85137.0
Algeria,DZA,2011.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,79376.0
Algeria,DZA,2010.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,74599.0
Algeria,DZA,2009.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,71688.0
Algeria,DZA,2008.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,90338.0
Algeria,DZA,2007.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,90459.0
Algeria,DZA,2006.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,88295.0
Algeria,DZA,2005.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,86584.0
Algeria,DZA,2004.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,84598.0
Algeria,DZA,2003.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,81463.0
Algeria,DZA,2002.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,81388.0
Algeria,DZA,2001.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,79093.0
Algeria,DZA,2000.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,78662.0
Algeria,DZA,1999.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,77833.0
Algeria,DZA,1997.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,76515.0
Algeria,DZA,1996.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,74309.0
Algeria,DZA,1995.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,71817.0
Algeria,DZA,1994.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,70492.0
Algeria,DZA,1993.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,65512.0
Algeria,DZA,1992.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,62280.0
Algeria,DZA,1991.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,59074.0
Algeria,DZA,1990.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,57618.0
Algeria,DZA,1989.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,56543.0
Algeria,DZA,1988.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,54960.0
Algeria,DZA,1987.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,53575.0
Algeria,DZA,1986.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,49807.0
Algeria,DZA,1985.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,43904.0
Algeria,DZA,1984.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,40847.0
Algeria,DZA,1983.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,37244.0
Algeria,DZA,1982.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,34475.0
Algeria,DZA,1981.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,32506.0
Algeria,DZA,1971.0,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,12266.0
Algeria,DZA,2020.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2019.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2018.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2017.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2016.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2015.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2014.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2013.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2012.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2011.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2010.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2009.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2008.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2007.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2006.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,2005.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,2004.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,2003.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,2002.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,2001.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,2000.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1999.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1998.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1997.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1996.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1995.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1994.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1993.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1992.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1991.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1990.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1989.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1988.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1987.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1986.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1985.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1984.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1983.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1982.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1981.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1980.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1979.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1978.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1977.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1976.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1975.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1974.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1973.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1972.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,1971.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0
Algeria,DZA,1970.0,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0
Algeria,DZA,2020.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2019.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2018.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2017.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2016.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2015.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2014.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2013.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2012.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2011.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2010.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2009.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2008.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2007.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2006.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2005.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2004.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2003.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2002.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2001.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,2000.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1999.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1998.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1997.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1996.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1995.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1994.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1993.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1992.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
Algeria,DZA,1991.0,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0
